message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent
Ndizvo askna,True,unknown,general,[],False,[],False,[],False,chitchat
Muvhuro vhuka wedu  we,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkkk morning Morning  tatomuka kare kare kuno chando chakutanga paipa,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Morning family mamuka sei mese,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
You are  the reason  for the season,True,neutral,general,[],False,[],False,[],False,chitchat
Waitengesa,True,unknown,general,[],False,[],False,[],False,chitchat
Muzita raMamboJesu good morning mose zvenyu mukomborerwe nezuva ranhasi kwamuri,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Sivhukile ndopachindevere,True,unknown,greeting,[],False,[],False,[],False,chitchat
Morning Morning good family,True,positive,general,[],False,[],False,[],False,chitchat
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
Liquid oxygen  for free pachenakuita kwa Samatenga,True,positive,general,[],False,[],False,[],False,chitchat
Morning Morning  chokwadi  tamuka kare kare basa mangwanani,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Morning,True,neutral,general,[],False,[],False,[],False,chitchat
Good morning hamadzangu,True,unknown,general,[],False,[],False,[],False,chitchat
Tamuka muzukuru wangu,True,unknown,general,[],False,[],False,[],False,chitchat
Tamuka kuno mushe hama dzangu mese,True,unknown,greeting,"[{'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,chitchat
Yaah morning guyz help me celebrate my birthday todayWoke up with this sudden Power filled with wisdom Uuumh am now seeing revelations of a good future I reckon the Almighty God grants such once you attain  years I am forever grateful,True,positive,greeting,[],False,[],False,"['me', 'sudden', 'am', 'of', 'a', 'i', 'i', 'am']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Thanks to my late mom for delivering me to this world Respect,True,neutral,greeting,[],False,[],False,"['to', 'me', 'to']",True,gratitude
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Morning  family  what more can i add nothing you have said it all Mukoma happy Happy birthday  God bless you vazadzise zvishuwo zvemoyo wenyu nekuda kwenyasha dzavo murikupinda muzana happy Happy,True,positive,greeting,[],False,[],False,"['i', 'it']",True,chitchat
What a victorious celebratory and thanks giving  born day statement,True,positive,general,[],False,[],False,"['a', 'and']",True,chitchat
Good morning  family have a blessed day to you all keep well,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
Aaah mudhara madya maKisimusi hobho Kana ndiri nemi handimbozviona ndotoona setakaenzana  Happy birthday Big Bro,True,unknown,general,[],False,"[{'term': 'mudhara', 'meaning': 'elder / father', 'category': 'person', 'tone': 'respectful', 'part_of_speech': 'noun', 'variant_of': None}]",True,"['mudhara', 'hobho', 'big']",True,chitchat
Happy birthday mukanya,True,unknown,general,[],False,[],False,[],False,chitchat
Benjiman,True,unknown,general,[],False,[],False,[],False,chitchat
Happy birthday  Mkanyamany more brilliant n bright  yrs to come,True,positive,general,[],False,[],False,"['n', 'to']",True,chitchat
Statement  of the daymany more brilliant  and bright years to come,True,positive,general,[],False,[],False,"['of', 'and', 'to']",True,chitchat
Thanks Muzukuru,True,unknown,general,[],False,[],False,[],False,chitchat
Happy Happy birthday big brother LORD bless you,True,positive,general,[],False,[],False,['big'],True,chitchat
HappyHappy Birthdaywish many more,True,positive,general,[],False,[],False,[],False,chitchat
Wish you many more years to come Bro,True,positive,general,[],False,[],False,['to'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Happy Happy wish you many more,True,positive,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
I wish you many more years,True,positive,general,[],False,[],False,['i'],True,chitchat
Happy birthday to you sekuru mwari,True,unknown,religion,[],False,[],False,['to'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
This is lovely lively born day and many more kunana Mukanyas Makwiramiti,True,positive,greeting,[],False,[],False,"['is', 'and']",True,chitchat
Thanks so much for all the lovely birthday wishes  I also give thanks to those who will send later,True,positive,general,[],False,[],False,"['so', 'i', 'to']",True,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Yaah that was  birthday  at Queen of Heart  Harare,True,neutral,general,[],False,[],False,"['at', 'of']",True,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Elder chiwapu,True,unknown,greeting,[],False,[],False,[],False,chitchat
Good moning family Happy sabbath,True,positive,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Ummm apo panenyaya hama dzangu  munhu nemhuka zvofanana kopanonzi mwari vakasika munhu nemufananidzo wavo chokwadi here tingati kunoenda munhu ndokunoenda imbwa  saka imbwa todziisirawo matombe stones here Ummmmm apo panenyaya,True,unknown,religion,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning  family have a blessed day,True,positive,general,[],False,[],False,['a'],True,religion
Morning allas we prayprayer  not being an event but a response  to our Heavenly Father,True,neutral,religion,[],False,[],False,"['an', 'a', 'to']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Feel Good to be different,True,positive,general,[],False,[],False,"['to', 'be']",True,chitchat
Muzita raMamboJesu good morning family mose zvenyu mukomborerwe nezuva ranhasi kwamuri,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family muswere munyasha hama m,True,positive,general,[],False,[],False,['m'],True,chitchat
Surprise Surprise ndiri pa Gate pa and nhasi,True,unknown,general,[],False,[],False,"['pa', 'pa', 'and']",True,chitchat
Morning Morning  mose mose pano thats great mwana  what a surprise,True,positive,general,[],False,[],False,['a'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amai wemhunhu,True,unknown,general,[],False,[],False,[],False,chitchat
Happy Birthday  to Your Mum  Tendai We are blessed to celebrate her Birthday  today,True,positive,general,[],False,[],False,"['to', 'tendai', 'to', 'her']",True,religion
HANDINA KUZVINZWA,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Rako Tendai ndakamirira  racho,True,unknown,general,[],False,[],False,['tendai'],True,chitchat
Certainly  certain  Amai impounding ku Zim kwedu,True,unknown,general,[],False,[],False,"['ku', 'zim']",True,chitchat
Amai imbouyai ku Zim kwedu,True,unknown,general,[],False,[],False,"['ku', 'zim']",True,chitchat
Oh  my sister you looks so good kana ini ndafarawo  wena dzaive news here maiona kkkkkkkkk,True,unknown,general,[],False,[],False,['so'],True,chitchat
Todaybeing a fools day,True,neutral,general,[],False,[],False,['a'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mind blowing,True,neutral,general,[],False,[],False,[],False,chitchat
,False,unknown,unknown,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
MorningHamadzangu chaidzo dzepa mwoyo,True,unknown,general,[],False,[],False,[],False,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Morning muzukuru phone yavo yakafa,True,unknown,general,[],False,[],False,[],False,chitchat
Mudhara Martin vane number dza moms mbuya vako,True,unknown,general,[],False,"[{'term': 'mudhara', 'meaning': 'elder / father', 'category': 'person', 'tone': 'respectful', 'part_of_speech': 'noun', 'variant_of': None}]",True,['mudhara'],True,chitchat
Maita henyu wazukuru wanogadzirisa phonendisu midonzvo ywo,True,unknown,general,[],False,[],False,[],False,chitchat
Morning Morning pano mose mose  vazukuru vanotenga a new one zve phone zvobvazvapera kkkkkkk,True,unknown,general,[],False,[],False,['a'],True,chitchat
Ichokwadii Mabaya dede nemukanwa,True,unknown,greeting,[],False,[],False,[],False,chitchat
Lovely A good heart is never bought from a shop,True,positive,general,[],False,[],False,"['a', 'is', 'a']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Kunomzi kuspakwa,True,unknown,general,[],False,[],False,[],False,chitchat
Be blessed muzukuru,True,unknown,general,[],False,[],False,['be'],True,religion
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Apa ndopanopnera wazhinji  wanogamuchira shoko wamwe wachiti    hameno,True,unknown,religion,[],False,[],False,['apa'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Todaydishprepared by Amai wedu Lydiabrown rice with distinct aromatic flavours gingerdrops of distant oil,True,neutral,general,[],False,[],False,['of'],True,chitchat
Ah hey thats my favorite,True,positive,greeting,"[{'term': 'hey', 'meaning': 'Hey (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,['ah'],True,chitchat
Sorry I deleted mainini Nyarais message by mistake,True,negative,general,[],False,[],False,['i'],True,chitchat
Follow this link to join my WhatsApp group httpschatwhatsappcomKfVpmTBhzBGPpDIUYJD,True,neutral,greeting,[],False,[],False,['to'],True,chitchat
Thanks Tendai Dearest Muzukuru waSekuru For seeing Your Sekuru  That is awesome,True,unknown,general,[],False,[],False,"['tendai', 'is']",True,chitchat
Chokwadi Nguva Haisi yedu,True,unknown,general,[],False,[],False,[],False,chitchat
Awesome History Loaded Tendai you must be Rich with history,True,positive,greeting,[],False,[],False,"['tendai', 'be']",True,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Mangwanani akanakisa family mose zvenyu muswere munyasha dzake mukwazise vamwe uko,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Morning hama,True,unknown,general,[],False,[],False,[],False,chitchat
Good  Morning Spiwe how are you Hako thanks,True,positive,general,[],False,[],False,[],False,chitchat
Mhamha vangu ndakasimba zvangu Mwari arimuchengeti nguva dzese vakadiniko vamwe ikoko,True,unknown,religion,[],False,[],False,[],False,chitchat
Tinofara  Spiwe we are grateful for the Gift of Life,True,neutral,general,[],False,[],False,['of'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
The chosen few,True,negative,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Truely Bro,True,positive,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Page Pagekeswa tiriweropa rimwe,True,unknown,general,[],False,[],False,[],False,chitchat
True Blood  is thicker than water,True,positive,greeting,[],False,[],False,['is'],True,chitchat
But to some weird Money is thicker Blood monumental or rank madness,True,negative,greeting,[],False,[],False,"['to', 'is']",True,chitchat
Thicker than,True,neutral,greeting,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Awesome,True,unknown,general,[],False,[],False,[],False,chitchat
Tis So Sweet To Trust In Jesus,True,positive,general,[],False,[],False,"['so', 'to', 'in']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Morning Morning family  pano,True,neutral,general,[],False,[],False,[],False,chitchat
Morning  big brother  all family  members,True,neutral,general,[],False,[],False,['big'],True,chitchat
Same things happen  to all peopleits not about  what HappenS sits what you  do it,True,neutral,greeting,[],False,[],False,"['to', 'do', 'it']",True,chitchat
Mwari vatibatsire chokwadi,True,unknown,religion,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Fundamentals of reality,True,neutral,religion,[],False,[],False,['of'],True,chitchat
Chokwadi we keep learning,True,unknown,general,[],False,[],False,[],False,chitchat
A must follow  and practice,True,neutral,general,[],False,[],False,"['a', 'and']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
_Husbands_,True,unknown,general,[],False,[],False,[],False,chitchat
Hey reality as it is,True,neutral,greeting,"[{'term': 'hey', 'meaning': 'Hey (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,"['as', 'it', 'is']",True,chitchat
This video hasgenerated provoked and open minded all who I have shared  with,True,neutral,greeting,[],False,[],False,"['and', 'i']",True,chitchat
Muzukuru unoziva  life is so simple but we harden thingsbut get tormented again eventually  I believe LOVE is the real answer to all our problems  The moment we really understand LOVE  the better people we become Love embraces mankind,True,positive,greeting,[],False,[],False,"['is', 'so', 'harden', 'i', 'is', 'to']",True,chitchat
In addition to,True,neutral,general,[],False,[],False,"['in', 'to']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
I have never ever seen Sekuru  with this widefar and glorious  mood,True,neutral,greeting,[],False,[],False,"['i', 'and']",True,chitchat
He is ever smiling mudhara nhambura He calls me every day just to greet me he is such a great full of love just like his Father,True,positive,greeting,[],False,"[{'term': 'mudhara', 'meaning': 'elder / father', 'category': 'person', 'tone': 'respectful', 'part_of_speech': 'noun', 'variant_of': None}]",True,"['he', 'is', 'mudhara', 'he', 'me', 'to', 'me', 'he', 'is', 'a', 'of']",True,chitchat
Uuumh muzukuru  even I This smile tells a lot,True,unknown,greeting,[],False,[],False,"['i', 'a']",True,chitchat
Lovely The visit,True,positive,general,[],False,[],False,[],False,chitchat
Zvinofadza nekukudzwa,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Amen and amen,True,neutral,religion,[],False,[],False,['and'],True,religion
Uuumh uyu anogona kuparidza,True,unknown,general,[],False,[],False,[],False,chitchat
Amen,True,unknown,religion,[],False,[],False,[],False,religion
bogaromudzosa every,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Morning Morning family,True,neutral,general,[],False,[],False,[],False,chitchat
Mangwanani akanakisa hama dzakanaka,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
What a strong message,True,positive,general,[],False,[],False,['a'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
What a perfect message and reminder,True,positive,general,[],False,[],False,"['a', 'and']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Yaaah ende kumusha kunemari asi ndiko tinoshora nekutiza tongozara muno mudhorobha Zvinonakidza izvi Thanks,True,unknown,finance,[],False,[],False,['ende'],True,chitchat
Kumusha  is always  good We need to invest,True,positive,general,[],False,[],False,"['is', 'to']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Beautiful Education for moving forward Those with  lucky and have land available do not loose focus  Inspiring,True,positive,general,[],False,[],False,"['and', 'do']",True,chitchat
Have Reflective Easter,True,neutral,general,[],False,[],False,[],False,chitchat
Thank you ever  so much Mum,True,positive,general,[],False,[],False,['so'],True,chitchat
Nemiwo  yasha dzeenga dzzaruwe,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Mangwanani Hama,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Hama dzerwendo mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Tamuka Murehwa,True,unknown,general,[],False,[],False,[],False,chitchat
Nekuswera,True,unknown,general,[],False,[],False,[],False,chitchat
Morning all family,True,neutral,general,[],False,[],False,[],False,chitchat
Good morning  family,True,positive,general,[],False,[],False,[],False,chitchat
Good Morning Family,True,positive,general,[],False,[],False,[],False,chitchat
Hama dzangu munashe good morning nemhuri uko,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Yaah true Morning family mamuka sei mese,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Perfect  and timeous,True,positive,general,[],False,[],False,['and'],True,chitchat
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Muzukuru,True,unknown,general,[],False,[],False,[],False,chitchat
A blessed and lovely morning family,True,positive,general,[],False,[],False,"['a', 'and']",True,religion
Morning Morning family thats very true life is too short,True,positive,general,[],False,[],False,['is'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
I can not say it any better,True,positive,general,[],False,[],False,"['i', 'say', 'it', 'any']",True,chitchat
Good morning family have a blessed day to you all,True,positive,general,[],False,[],False,"['a', 'to']",True,religion
A blessed and lovely morning to you all,True,positive,general,[],False,[],False,"['a', 'and', 'to']",True,religion
Ndiani ari kuda hake ndimufonere,True,unknown,general,[],False,[],False,[],False,chitchat
Yes,True,unknown,general,[],False,[],False,['yes'],True,chitchat
Mangwanani akanakisa family mukomborerwe nezuva ranhasi,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Good morning hama,True,positive,general,[],False,[],False,[],False,chitchat
Being a nice person doesnt make you a good person Tendai Mukarakate you are a good personGod knows that and I know that aswell Stay blessed,True,positive,general,[],False,[],False,"['a', 'a', 'tendai', 'a', 'and', 'i']",True,religion
Morning family mamuka sei mese kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Kkkkkkkk makadii  mose mose pano,True,unknown,general,[],False,[],False,[],False,chitchat
Morning Morning family  have a good day kose kwamuri  ikoko,True,unknown,general,[],False,[],False,['a'],True,chitchat
Morning family mamuka sei mese kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Makadiiko hama,True,unknown,general,[],False,[],False,[],False,chitchat
Family mose zvenyu mangwanani akanakisa hama dzangu munashe mukomborerwe nezuva ranhasi,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mese kwese kwese MidrandCapetown Kangaroos,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkk uko mose mose sei sei kumuka nekuswera,True,unknown,general,[],False,[],False,"['sei', 'sei']",True,chitchat
YouUncle  come back to Zim and live the Zimbos Mbingas mhani,True,neutral,general,[],False,[],False,"['to', 'zim', 'and']",True,chitchat
Best timea life time  experience,True,unknown,general,[],False,[],False,[],False,chitchat
Kkkkkk on my way back home very soon  motipa pokutangira,True,neutral,general,[],False,[],False,"['on', 'motipa']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Acappela Amapimbo emunandi,True,unknown,general,[],False,[],False,[],False,chitchat
Well done Pastor Magwende,True,unknown,general,[],False,[],False,[],False,chitchat
Its not an easy road,True,positive,general,[],False,[],False,['an'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Morning family mamuka sei mese zvenyu  Tinotenda,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Be thankful always,True,neutral,general,[],False,[],False,['be'],True,chitchat
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,chitchat
Metal box yedu iya,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Ita not over until its over,True,neutral,general,[],False,[],False,['ita'],True,chitchat
Give us a full story  which  year,True,positive,greeting,[],False,[],False,"['us', 'a']",True,chitchat
I love youyou butalas  all of you Makadiiko shera,True,positive,general,[],False,[],False,"['i', 'of']",True,chitchat
Kkkkkk patiently waiting but takuvara ne curiosity pakaipa,True,unknown,general,[],False,[],False,['ne'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
NewWeek,True,unknown,general,[],False,[],False,[],False,chitchat
Expect the world to befair,True,neutral,general,[],False,[],False,['to'],True,chitchat
Fake Miracles for Sale A Desperate Scam in Epworth,True,negative,general,[],False,[],False,"['a', 'in']",True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Maswera sei pano,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,chitchat
Thanks apo,True,positive,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family muswere munyasha hama,True,positive,general,[],False,[],False,[],False,chitchat
Morning Morning family,True,neutral,general,[],False,[],False,[],False,chitchat
Good morning,True,positive,general,[],False,[],False,[],False,chitchat
Muzita raJesu mangwanani akanakisa family mukomborerwe nezuva ranhasi,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Morning,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Our site is km from Harare CBD Goromonzi paChibamu village just pamhiri pemashops km from George Ruwa km tar km dust,True,neutral,greeting,[],False,[],False,"['is', 'ruwa']",True,chitchat
Good morning hamadzangu,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Regai tiite zvehuku hedu,True,unknown,general,[],False,[],False,[],False,chitchat
httpswwwfacebookcomsharerMArWvJmPC,True,neutral,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Hello  Hossana Wakadiiko Hako PaGandanzara Makudo yes Atonhorwa,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,['yes'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Makadii hama thank you Murehwa for adding me,True,unknown,general,[],False,[],False,['me'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Mangwanani akanakisa mose zvenyu muzita raJesu muswere munyasha dzake,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
Kana Mamhoreswamakumbirwa kuti mugabe kure nemotoTendai  iwo ne Chipo  chakadai chinobva kuna EmmanuelFungai wedu we,True,unknown,greeting,[],False,[],False,"['nemototendai', 'ne']",True,chitchat
Morning family mamuka sei zvenyu mese kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,chitchat
Kkkkklkk  maswera  sei mose mose pano Aiwa tazvinzwa happy Happy mothers day chokwadi  takarera tikarerwawo saka kwese kwese,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,chitchat
Family family Calvary greetings from this end,True,neutral,greeting,[],False,[],False,['end'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
To All Mothers in this Group Enjoy,True,positive,greeting,[],False,[],False,"['to', 'in']",True,chitchat
Muzita raMamboJesu good morning mose zvenyu nemhuri uko,True,unknown,general,[],False,[],False,[],False,chitchat
Vanamhamha vangu mose zvenyu kutangira kumukuru kusvika kumudiki Happy mothers day,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
To all mothers  enjoy the blessings,True,positive,general,[],False,[],False,['to'],True,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Makomborero,True,unknown,general,[],False,[],False,[],False,chitchat
Amai ngati guten,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
The late grand daughter  ofSekuru  Nhambura Masokamother  ofTee to the last Sicilia,True,neutral,general,[],False,[],False,['to'],True,chitchat
Thanks Buti,True,positive,general,[],False,[],False,[],False,chitchat
Amai va Chipo,True,unknown,greeting,[],False,[],False,['va'],True,chitchat
Ndafara zvangu ini,True,unknown,general,[],False,[],False,[],False,chitchat
Media omitted,True,unknown,general,[],False,[],False,[],False,chitchat
She is resting in a better place,True,positive,general,[],False,[],False,"['is', 'in', 'a']",True,chitchat
Inzira yedu tese All earthly ft,True,neutral,general,[],False,[],False,['ft'],True,chitchat
treasures are not of significant value May the Almighty God be with all departed mothers They are in Gods arms,True,positive,greeting,[],False,[],False,"['of', 'be', 'in']",True,chitchat
Indeed She planted  Very Good Seeds   installed  Aunt Rest  peace Aunt  Good mothering Done,True,positive,general,[],False,[],False,[],False,chitchat
This is am Zimbabwe Time,True,neutral,greeting,[],False,[],False,"['is', 'am']",True,chitchat
Gwinyistondisingakanwe amai Nicola Masoka,True,unknown,general,[],False,[],False,[],False,chitchat
Good morning family,True,positive,general,[],False,[],False,[],False,chitchat
