message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent
Ska Apostle  murikuti kupa Mwari mari yandiri kutoda wo ndoti ok ok usd ndanga ndichiida kwazvo ndiyo yandashandira asi ngaichienda hayo ku Hall tikunamatei Mwari,True,unknown,religion,[],False,[],False,"['ska', 'ku']",True,finance
Amen Apostle takachengetwa naShe munyasha dzake,True,unknown,religion,[],False,[],False,[],False,religion
Amen shoko raMwari,True,unknown,religion,[],False,[],False,[],False,religion
Ishe akatendera tinenge tiripo,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Makadii makadii team of God makasimba here Apostle yah zvakasvika munzeve uye im following also our charts  tiripamwechete uye tinozadzisa manje manje tiripahumwe ipapo ndinovimba kuti tirikufambirana,True,unknown,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['of', 'im']",True,greeting
Makasimba hre hama moose hakunaakambondirambidza inouya Apostole kkkk,True,unknown,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Hama dzangu mangwana semazuva ose patende redu rekusongana apo sekuziva kwedu panoda kuripirwa muripo wekuti tipinde takapombonoka zvino ndirikuti ma us edu aya pamunhu pamwedzi wogawoga touyawozve nawo mangwana tarisai paane zuva raakunowira atidikuzokiirwa misuo nekusvika kwatakaita hama muchirangarirazve kuti tinemumwe muripo weimba yatichadakuripira iyo irikudakupindirwq nesu nehama dzose dzimwe dzirikubva ku Capa nekuStrand saka ngatigarei takarongeka hama mari dzirikudiwa hama apa tichada nyama haaa ndataurisa asi ngatibatsiranei hama basa rifambe iwe neni tinebasa,True,unknown,finance,[],False,[],False,"['ma', 'us', 'aya', 'ku', 'apa']",True,finance
Sorry kana ndatuka hama sorry zvenyu asi mari tirikuida zvedu basa rifambe iri nderedu,True,unknown,finance,[],False,[],False,[],False,finance
Amen Elder Big TV,True,unknown,religion,[],False,[],False,['big'],True,religion
AMEN Elder,True,unknown,religion,[],False,[],False,[],False,religion
Hamurevi nhema tisu host team saka Pauri  just ask yourself  kuti ndine muyenzi  wangu ndomupei,True,unknown,general,[],False,[],False,[],False,news
Amen Elder,True,unknown,religion,[],False,[],False,[],False,religion
Maswera sei Hama Sunday collection,True,neutral,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Taswera maswera seiwo mose hama,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,greeting
taswera maswera,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,greeting
Hello hello hama,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}, {'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,greeting
Mushe munofara hre Apostle,True,neutral,greeting,"[{'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Hello hello sis Carol,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}, {'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,greeting
Makadiiwo tikwazisirei Apostle Takawira muti hanzi kwaziwa,True,unknown,general,[],False,[],False,[],False,news
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Mutambo wedu vatofamba hama vane mari dzavo kandai kandai kuna TG vane pledge remombe  kuba mai aka,True,unknown,finance,[],False,[],False,"['kandai', 'kandai', 'kuba']",True,finance
Be blessed pastor hombodo iyo ngaigarwe yakanzi pamu pamu naShe tiri kukopawo,True,unknown,general,[],False,[],False,['be'],True,religion
Tokumbirawo Hama March contributions so far zero hatina Mari yerent yaMarch so far,True,neutral,finance,[],False,[],False,"['so', 'so']",True,finance
Hanzi na,True,unknown,general,[],False,[],False,['na'],True,news
SG Chitambwe hatigoni nemi received  from our SG hanzi basa ngarifambe hatingaiite pungwe takamira muservice iyo  yemachairs,True,neutral,greeting,[],False,[],False,[],False,news
Maswera sei hama munaShengachifambe chitima chedu walala wasala,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Morning morning Pastor makasimba here mutungamiri wangu,True,unknown,greeting,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Mangwanani mangwanani hama tirangarirewo patinopindira hama mari haisati yakwana yerent mumwe nemumwe paanapo  dollar counts,True,unknown,finance,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}, {'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Amen amen powerful,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Maswera sei church,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Mangwanani CITY CENTRE family,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Update yemari yeHall mari ngadziuye nepatinapo ipapo zvinofamba,True,unknown,finance,[],False,[],False,[],False,finance
Amen shuwa,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Maswera  zvakanaka  DEACON,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,greeting
Mai aka nyaya yako yekungokanda kanda twuma list twako usati watarisa kuti Ev vanengreen tick hre izvozvo zvichakudzingisa pagungano Uchada nhaikazvino ndokasaunza hupfu vanhu vanodya mupunga zuva Rose,True,unknown,general,[],False,[],False,['tick'],True,news
Isai mari Ev zita remunhu mukuru haridi kudaro,True,unknown,finance,[],False,[],False,[],False,finance
Tiripo makadii mai Apunga,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Tiripo makadiiwo,True,unknown,greeting,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Maswera sei Sunday collection,True,neutral,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Sp Tomondo for cups hanzi Ruwadzano towedzera pamidziyo,True,unknown,general,[],False,[],False,[],False,news
Kkkkk  ndemumwe anoshandidzana naVaNyagwande akangonzwawo nezve gathering akati mufundisi monowedzera pachikafu chichanodyiwa panoungana vanhu,True,unknown,greeting,[],False,[],False,[],False,religion
Ndaona SP tambovapa chicup manheru kuti vanyatsoridza mushe mushe kkkkkk,True,unknown,greeting,"[{'term': 'manheru', 'meaning': 'Good evening', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}, {'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}, {'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Heard that its  mtrs length x  mtrs width,True,neutral,general,[],False,[],False,[],False,news
Sp Tomondo HAPPY BIRTHDAY TO YOU  WISH YOU MANY MORE YEARS TO COME WITH FULL OF GRACE PEACE AND JOY  WE ALL LOVE YOU,True,positive,general,[],False,[],False,"['to', 'to', 'of', 'and']",True,religion
Happy birthday Pastor weduwishing you many more blessed yearspa leading yenyu we are so grateful semhuri yenyu Mwari varambe vachiwedzera kuziva,True,positive,religion,[],False,[],False,['so'],True,religion
Pastor Nyagwande mamuka sei kkkk asi ndarasika,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,greeting
Amen and Amen hama tinofanira kuti tidye macakes chokwadi nguva dzose,True,unknown,religion,[],False,[],False,['and'],True,religion
Hello hello,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}, {'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,greeting
Rugare hama,True,unknown,greeting,"[{'term': 'rugare', 'meaning': 'Peaceful greeting', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Kkkkk Ev maswera sei,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Amen shuwa handei handei,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen  ndipo panenge pakuda vashumiri vemusic apa vavekuti Akandizvuva nerudo ndikamutevera,True,unknown,religion,[],False,[],False,['apa'],True,religion
amen,True,unknown,religion,[],False,[],False,[],False,religion
Panedzimwe nyaya dzinoda dunga munhu  makadii hama katsika kekuti mugozotinamatirawo kaye akakavamba akakanganisa ndekesimbe,True,unknown,general,[],False,[],False,[],False,news
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen tinenge tiripo,True,unknown,religion,"[{'term': 'tiripo', 'meaning': 'We’re good (response)', 'context': 'response', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Vakaponeswa vese AmenVave vanhu kwavo Amen Mark  Mako,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen am inviting vangu vashanu kkkk,True,unknown,religion,[],False,[],False,['am'],True,religion
Amen ndirikuuya newangu,True,unknown,religion,[],False,[],False,[],False,religion
Amen Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Ummmm this is third time ndichiona achishanda zvakadaro haakome ane respect  to everyone,True,neutral,greeting,[],False,[],False,"['is', 'ane', 'to']",True,gratitude
Haaaa Muvhangeri wangu ari kundi chengeta  ndafara kuva nehama,True,unknown,general,[],False,[],False,['kundi'],True,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen mwanakomana anotumika  ramba wakadaro Munashe,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Haaa   tete ava ndirikungoti Mwari imi moga ndimi munoziva  amen,True,unknown,religion,[],False,[],False,['ava'],True,religion
Amen Mwari avarangarire ndatya nemashandiro awo,True,unknown,religion,[],False,[],False,[],False,religion
AMEN and AMEN Tinotenda Mwari,True,neutral,religion,[],False,[],False,['and'],True,religion
AMEN Pastor hatina simbe kuNCM,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen mangwanani kereke makaratidza kuva mujuru chaiwo,True,unknown,religion,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Maswera sei tose nawo maneto,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
hanzi maiMusundire akange avapa bhodhoro rese rewine vakadhudhudzira Elder,True,unknown,general,[],False,[],False,['bhodhoro'],True,news
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen  Mashoko mazhinji handina asi ishe anoziva munamato wangu muNCM kuti vose ngaropafadzwe pane zvavanobata nemaoko avo kuti basa rashe rirambe richipfuurira mberi,True,unknown,religion,[],False,[],False,[],False,religion
Amen Amen Apostle,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Mangwanani ncm apa tomboti karecodwa kanobuda karikutapira all the way from Richards bay kachinaka mumota varume vanochimhanya avo tikamboitawo twurecodwe hazvinakidze  here,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['apa', 'bay']",True,greeting
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Maswera cey hamamangwana tiuye takabata  us per head us per family hama dzanga tarisai nguva pakashata,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,"['us', 'us']",True,greeting
Sure pagathering pakashanda Mari dzakawawandisa,True,unknown,finance,[],False,[],False,[],False,finance
Motogarira padoor deacon hakuna anobuda muservice asina kukupai Mari yerent  ngaiikwane ngaikwane vasina kuuya kuchurch ecocash iripo Sendai hama,True,unknown,finance,[],False,[],False,['sendai'],True,finance
Mari yerent Kereke toita sei,True,unknown,finance,[],False,[],False,['sei'],True,finance
Maswera sei kereke,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Maswera zvakanaka here mai muvhangeri vaenda kunhamo kuMasvingo saka vanodzoka mangwana kana kuswera mangwana so paTuesday or Wednesday ipapo,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['so'],True,greeting
Taswera kana maswera kwamuri hama,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,[],False,greeting
Maswera sei kereke yaShe tokumbirawo mari   ya April contributions yerent yacho haisati yambokwana mati TOITA SEI KEREKE,True,unknown,finance,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,"['sei', 'ya', 'mati', 'sei']",True,greeting
Amen Amen,True,unknown,religion,[],False,[],False,[],False,religion
Vana Peter vamazuva ano kunzi enda unotora stateri ririmumuromo mehove tibhadhare rent iye avakudakumbotanga agocha hove yachoapa rent yakamirirwaarikundinzwawo Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Kkkkk muchidimbu Pastor mukuti kumbo spinner Mari ye rent,True,unknown,finance,[],False,[],False,['ye'],True,finance
Kkkk amen,True,unknown,religion,[],False,[],False,[],False,religion
Pstor munoziva hre kuti vanhu   vakabvisa ma usd mari iyiyo inowedzera rent yedu pachurch,True,unknown,finance,[],False,[],False,['ma'],True,finance
Amen Amen kunzwa nekuita zvaMwari hazvidi kumbo doubter doubter,True,unknown,religion,[],False,[],False,[],False,religion
But  ingashaike here muvhatikubvisa ma  rent and above  kudzimbaini ndofunga kuti mweya wekusapa unotoda munhu pachake kuti azviudze kuti  yangu every month kukerekewakamboona here kuti vanongobvisawo ndivavodoes it mean vana sis  avo vakapfuma stereki,True,unknown,general,[],False,[],False,"['muvhatikubvisa', 'ma', 'and', 'it']",True,religion
Office hanzi ngadzirongeke ndazvifarira izvi,True,unknown,general,[],False,[],False,[],False,news
Mweya we tsvina uyu decon hakuna zvakadai,True,unknown,general,[],False,[],False,[],False,religion
Apa manditangira kutaura Apostle Very trueLets respect our treasurertirege kumuita begger TRESURER wedu anoita dignity kana home yedu yakatsiga,True,unknown,general,[],False,[],False,['apa'],True,gratitude
Amen  Pastor ngatitendeukei ipapo,True,unknown,religion,[],False,[],False,[],False,religion
Ini ndikuda kutanga kubvisa  per week until June  Saka ndichatanga Sunday ino mubati wehomwe musakanganwa kutora Mari yacho Sunday kusvika pandataura,True,unknown,finance,[],False,[],False,[],False,help_request
Amen Ruwadzano woyee ngazviende mberi,True,unknown,religion,[],False,[],False,[],False,religion
Ini shoko rekupa rinondidzamira rine sunguro yarinopa soo ndaona zvakawanda nekuitirww zvakanaka naro hanzi kunonzi kudenha denga yangu  dollars tmrw inouya hatipi nekuti tinazvo,True,unknown,finance,[],False,[],False,"['kudenha', 'denga']",True,news
HATIPI NEKUTI TINAZVO ndaitirwa zvakanaka amen,True,unknown,religion,[],False,[],False,['ndaitirwa'],True,religion
Amen Amen,True,unknown,religion,[],False,[],False,[],False,religion
Zviripano hazvina kana Mweya wetsvina izvi,True,unknown,general,[],False,[],False,[],False,religion
Maswera sei maswera sei regai ndiise update yemari dzauya nhasi,True,unknown,finance,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}, {'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,"['sei', 'sei']",True,greeting
Mari yedu yazongoshota but ndazoona kuti aiwa haisati TG musatye pane idzi dzirikuuya idzi,True,unknown,finance,[],False,[],False,[],False,finance
Amen Ev dzinouya apo haa ndinovatemba neninaSB Vansow  yeku supporter  kereke vanoisa,True,unknown,religion,[],False,[],False,[],False,religion
mbiriso hanzi takatiza kureurura church isati yatanga asika,True,unknown,general,[],False,[],False,[],False,news
Maswera sei family ndinoda kukutendai nerudo rwamaita kubva pakusvika ku hatcliffe neku Westgate muitirwe zvihombe Mwari arambe achikusimbisai pabasa iroriiTaitirwa zvakanaka chose pamweya zvese nepanyama  vaenda vakuiziva nyaya yacho kkkk,True,unknown,religion,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,"['sei', 'kukutendai', 'ku']",True,greeting
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Matsamweiko nhasi maswera sei mose hama,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Takabumbirwa kutsvaga  mari sevana vakadzidziswaka,True,unknown,finance,[],False,[],False,[],False,finance
Mamuka sei hama mose,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,greeting
Mamuka seiwo hama,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Mamuka sei zvenyu church,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,greeting
Maswera sei church,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Taswera maswera zvakanaka here Apostle and family,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['and'],True,greeting
Kwatiri kune rugare hama dzangu,True,unknown,greeting,"[{'term': 'rugare', 'meaning': 'Peaceful greeting', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Mamuka sei kereke yaShe kwese kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,greeting
Unogona mdara iwe asi ini ndikuda kuisawo yangu  aaaah muda kuropafadzaa mega imi,True,unknown,general,[],False,[],False,[],False,help_request
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Mari yakakura imari shoma yakaiswa pamwe chete kugadzira mari hombe So every dollar counts kuti titi tava nemari so usashora shoma yauinayo,True,unknown,finance,[],False,[],False,"['so', 'so']",True,finance
Asi Pastor Nyagwande vakamboribata zvekuti kuti tivati hatina kunzwa ndoona kunge kuvashora  rakarohwa zvekuti paibatwa nyaya dzana Suzanna nana Statera Peter mmmmmm apa pakuda action sezviri kuita vamwe and kereke iyi ikungonzi tipeiwo just  mwedzi wese kkkkk,True,unknown,general,[],False,[],False,"['apa', 'kuita', 'and']",True,news
Amen Amen,True,unknown,religion,[],False,[],False,[],False,religion
Ane nzeve ngaanzwe zvinoreva mweya kukereke,True,unknown,general,[],False,[],False,['ane'],True,religion
Mamuka sei mamuka sei hama mosehandei handei kuimba yaShe,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}, {'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['sei', 'sei']",True,greeting
Haaaa futi so ka ska Doc murikuti Mwari haachinje zvaari  nezuro nhasi nemagwana asi vanhu ndisu tinochinja character  yevanhuAmen Amen,True,unknown,religion,[],False,[],False,"['so', 'ka', 'ska']",True,religion
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen,True,unknown,religion,[],False,[],False,[],False,religion
Happy happy birthday amai Muvhangeri Masoka Mwari vawedzere mazuva namakore,True,unknown,religion,[],False,[],False,[],False,religion
Happy birthday  amai muvhangeri,True,unknown,general,[],False,[],False,[],False,religion
Maswera sei mose hama mafambawo sei,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,"['sei', 'sei']",True,greeting
Matiza mari yangu ka imi kkkk,True,unknown,finance,[],False,[],False,['ka'],True,finance
Happy birthday mama Ev age with grace,True,positive,general,[],False,[],False,[],False,religion
Isu tafamba mushe,True,unknown,greeting,"[{'term': 'mushe', 'meaning': 'Wellness greeting', 'context': 'start_conversation', 'tone': 'neutral', 'variant_of': None}]",True,[],False,[],False,greeting
Maswera sei Hama update yanhasi,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
Saka nyaya yatoenda kudare reva vhangeri nhai kkkkkkk,True,unknown,general,[],False,[],False,[],False,news
Kkkkk yatooma nyaya yacho,True,unknown,general,[],False,[],False,[],False,news
Ko ndiyani anga asina kuisa mai mabvudza muno nhai hazvina kana Mweya waMwari ka izvi ska ndaitsvaga mari yangu ye rent pasina munhu nhai makadiiko amai welcome,True,unknown,religion,[],False,[],False,"['ko', 'ka', 'ska', 'ndaitsvaga', 'ye']",True,religion
Hanzi hazvina kana mweya wetsvina izvi zvemari yerent kkk ndi EV Mandi vakandidzidzisa,True,unknown,finance,[],False,[],False,['ndi'],True,news
Welcome Madam moyo wangu une mufaro wakanyanya,True,unknown,general,[],False,[],False,[],False,romance
Hahaha Ini ndikuda kuwedzera aaah ndaona vamwe va ne ma    vamwe ma     aaah,True,unknown,general,[],False,[],False,"['va', 'ne', 'ma', 'ma']",True,help_request
Maswera sei hama mose kwese kwese kwamuri nemhuri dzenyu namabasa enyu,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,greeting
PamaBrother nepamaSister apo hey,True,neutral,greeting,"[{'term': 'hey', 'meaning': 'Hey (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,greeting
NdoVarume vakajaidzwa ava  hatipe gupuro tirikuda mari,True,unknown,finance,[],False,[],False,['ava'],True,finance
Isai  yacho makanyarara haaaaa for now ndikushaya pekutarisa hanzi na bro Staffmore zvakusabvisa mari ndezvana Evans kkkkk haaaa amanaka apa ungaramba here zita richipinda mhepo kudai nhai Nzou Inga dzimwe Nzou idzo dziri kuratidza gwara wanhi,True,unknown,finance,[],False,[],False,"['na', 'apa']",True,news
rent haisi mari ba i rent kumari ndingashaikwa kwete kurent,True,unknown,finance,[],False,[],False,"['ba', 'i']",True,finance
Kkkkk Pastor mamuka seikungoonawo hedu kkkk,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,greeting
Mamuka sei mamuka sei Hama ndinofara kunzwa mumwe nemumwe achigadzirisa paakapunzika zvinofadza izvi takutaura  same language manje ngaakudzwe kristu,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}, {'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,"['sei', 'sei']",True,greeting
Amen amen,True,unknown,religion,[],False,[],False,[],False,religion
Amen Amai,True,unknown,religion,[],False,[],False,[],False,religion
Imbokanda Ecocash kkkk nyaya dzinotonhora,True,unknown,general,[],False,[],False,[],False,news
ndipo panonzi kutungamira kwekamba kaa ukumaiguru mai Mumharu next time musatambira mari dzakashota please,True,unknown,finance,[],False,[],False,[],False,finance
Mota inotoridza huta kuti sudurukai munotsikwa zvakaoma hazvo,True,unknown,general,[],False,[],False,['mota'],True,complaint
Zvakaoma wena,True,unknown,general,[],False,[],False,[],False,complaint
brother muri sei hanzi ndikumhoresei,True,unknown,greeting,[],False,[],False,"['muri', 'sei']",True,news
Makuda kupa tresurer basa chake kubata mari kkkkkkk rent haipledgewe inobviswa kkkkk,True,unknown,finance,[],False,[],False,[],False,finance
Parisei panapa ndriku Rwizi ndikuda kubata hove nditore statera,True,unknown,general,[],False,[],False,[],False,help_request
Hanzi vamwe vakubata hove vobva vaidyakkkkkkkk,True,unknown,general,[],False,[],False,[],False,news
Team rakavadara raisava rekuside kwaJesus kkkkk raitoda kutsvaga nyaya,True,unknown,general,[],False,[],False,[],False,news
Yes Pastor Jesu aida kuedza kuudza Peter kuti kubasa kwako ndokunobva mari yekuripira basa raMwari So Peter aiva mubati we hove saka akanzi enda unotora iyoyo irikubasa kwako uuye nayo tirove basahaa iwe wakamirirwa,True,unknown,religion,[],False,[],False,"['yes', 'so']",True,finance
