message,is_code_mixed,sentiment,context,greeting_info,has_greeting,exact_slang,has_exact_slang,fuzzy_slang,has_fuzzy_slang,intent,contexts
Nematambudziko mummy Dearest MHSRIP,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Morning morning Tamuka munyasha dzamwari,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship']"
Mabikirwa here ne Muroora,True,unknown,general,[],False,[],False,['ne'],True,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Good morning  family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Good morning mose,True,positive,general,[],False,[],False,[],False,general,['general']
Greetings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
MORNING  GREATS,True,unknown,general,[],False,[],False,[],False,general,['general']
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Saturday will always be a great Fun day,True,positive,general,[],False,[],False,"['be', 'a']",True,general,['general']
Yaah you can say that again Memories hang in our minds,True,neutral,general,[],False,[],False,"['say', 'in']",True,general,['general']
Morning the rest of the family,True,neutral,general,[],False,[],False,['of'],True,Friendship,['friendship']
Morning Morning pano,True,unknown,general,[],False,[],False,[],False,general,['general']
Hama munashe maswerasei  Garai Muchidana always do good for no reason,True,unknown,greeting,[],False,[],False,['do'],True,Family,"['family', 'religion']"
Powerful,True,unknown,general,[],False,[],False,[],False,general,['general']
Butchers and Bottlestores,True,neutral,general,[],False,[],False,['and'],True,general,['general']
Selling bottled  WATER  or making icebags  is  big business,True,neutral,finance,[],False,[],False,"['icebags', 'is', 'big']",True,Family,"['family', 'finance']"
Maswerasei hama,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Shonga NYATHI  uko,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Even making ice tea,True,neutral,general,[],False,[],False,[],False,general,['general']
Its a st one,True,neutral,general,[],False,[],False,"['a', 'st']",True,general,['general']
Advising that Nyaradzo yaGloria iriko Saturday For more information get in touch with Shepherd mugos,True,positive,general,[],False,[],False,['in'],True,general,['general']
Recipes have been traditionally held a secret muzukuru,True,negative,general,[],False,[],False,['a'],True,Education,['educational']
Mai hwendosaska waiti Warozvi wskapera ne Inda,True,unknown,general,[],False,[],False,"['ne', 'inda']",True,general,['general']
Yeah in a competitive market,True,neutral,general,[],False,[],False,"['in', 'a']",True,general,['general']
Morning morning  Hama Dzose,True,neutral,general,[],False,[],False,[],False,Family,['family']
Morning muzukuru,True,unknown,general,[],False,[],False,[],False,Education,['educational']
ENGINEER B MASOKA,True,unknown,general,[],False,[],False,['b'],True,general,['general']
Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Muzukuru,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Good morning  family muswere munyasha,True,positive,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Mangwanani akanakisa family muswere munyasha dzake mukwazise vamwe ikoko,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'friendship', 'greeting']"
Makadiiko Mose,True,unknown,general,[],False,[],False,[],False,general,['general']
Down under Amai WeMunhu,True,unknown,general,[],False,[],False,[],False,Family,['family']
Capetown  pa Midrand newamwe wese warikwandisina kutaura,True,unknown,general,[],False,[],False,['pa'],True,general,['general']
Noted with thanks,True,positive,general,[],False,[],False,[],False,general,['appreciation']
Noted Muzukuru,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Maita henyu nechenjedzo iyo,True,unknown,general,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Tinofara MwanaEnjoy the Time at Gandanzara  Hossana,True,unknown,general,[],False,[],False,['at'],True,Family,['family']
Tuesday choose to be HAPPY,True,positive,general,[],False,[],False,"['to', 'be']",True,general,['general']
Amn,True,unknown,general,[],False,[],False,[],False,general,['general']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Amen Hallelujah,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
This is the latest bulletins,True,positive,greeting,[],False,[],False,['is'],True,general,['general']
Saka is it now ok nhai muzukuru zvinafundo,True,unknown,general,[],False,[],False,"['is', 'it']",True,Education,['educational']
This issue requires us all to chew or stew then digest,True,neutral,greeting,[],False,[],False,"['us', 'to']",True,general,['general']
So civil servants got paid this week at  zig per  then the following day the government says the rate is now,True,neutral,greeting,[],False,[],False,"['so', 'at', 'is']",True,politics,['politics']
Imagine if you got zig yesterday as change today you cant use it you have to top it up kkkkkkk,True,positive,general,[],False,[],False,"['if', 'as', 'it', 'to', 'it']",True,Humor,['humor']
Pane vakaita nezve mari titsanangurirei openly izvoo Ndikuti zvine zvatinobatsirwa nazvo here zvanyorwa izvo ne RBZ,True,unknown,finance,[],False,[],False,['ne'],True,Family,"['family', 'finance']"
Maswerasei hama  Happy Sabbath,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Mornings Mornings hama,True,unknown,general,[],False,[],False,[],False,Family,['family']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Good morning Good people,True,positive,general,[],False,[],False,[],False,general,['general']
Mamuka seiko zvenyu mose zvenyu,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,['greeting']
Muzukuru,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Morning Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
MORNING GREATS,True,unknown,general,[],False,[],False,[],False,general,['general']
MONDAYMOTIVATION,True,unknown,general,[],False,[],False,[],False,general,['general']
Muzita raMamboJesu good morning family mukomborerwe nezuva ranhasi kwamuri,True,unknown,general,[],False,[],False,[],False,Friendship,"['friendship', 'educational']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Mornings,True,unknown,general,[],False,[],False,[],False,general,['general']
Pfira Dandy,True,unknown,general,[],False,[],False,[],False,general,['general']
Wednesday Be Weather Ready,True,positive,general,[],False,[],False,['be'],True,general,['general']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Hello,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,Greeting,"['religion', 'greeting']"
Taswer zvedu kana mamukawo sister,True,unknown,greeting,[],False,[],False,[],False,Friendship,['friendship']
Kwatonhora mhoroi,True,unknown,greeting,[],False,[],False,[],False,general,['general']
Morning Morning hama kuno kwakuda kutanga kupisa now,True,unknown,general,[],False,[],False,[],False,Family,['family']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning morning  HanzvadziKuno Chando wenaWinter yadzoka zve,True,unknown,general,[],False,[],False,[],False,Family,['family']
Morning Daughter,True,neutral,general,[],False,[],False,[],False,general,['general']
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
The underworld ice,True,neutral,general,[],False,[],False,[],False,general,['general']
Takutonhorwa muna October,True,unknown,general,[],False,[],False,[],False,general,['general']
ENGINEER B MASOKA,True,unknown,general,[],False,[],False,['b'],True,general,['general']
Inbox muzukuru wangu Totaura,True,unknown,general,[],False,[],False,[],False,Friendship,"['friendship', 'educational']"
An old man meets a young man who asks,True,neutral,general,[],False,[],False,"['an', 'man', 'a', 'man']",True,general,['general']
Every person has a breast tissue,True,neutral,general,[],False,[],False,['a'],True,general,['general']
Family how are yu doing today hopefully all is well,True,neutral,general,[],False,[],False,['is'],True,Friendship,['friendship']
Hello family  how are you,True,neutral,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,Greeting,"['religion', 'friendship', 'greeting']"
Muzita raMamboJesu good morning mose zvenyu family muswere munyasha dzake,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'educational']"
Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Family good morning kwese kwamuri,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Makadiiko Everyone,True,unknown,general,[],False,[],False,[],False,general,['general']
Thank you Mom,True,neutral,general,[],False,[],False,[],False,Family,"['family', 'appreciation']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
MORNING GREATS,True,unknown,general,[],False,[],False,[],False,general,['general']
Audio iyo inonzwisa Tsitsi misodzi inobuda,True,unknown,general,[],False,[],False,[],False,general,['general']
Solar Solar systems,True,unknown,general,[],False,[],False,[],False,general,['general']
Powerful word,True,unknown,general,[],False,[],False,[],False,general,['general']
Kunzwa nekuita mangwana ndiri kuuya kuzorara kumba kwako Ndapindwa neshoko ndikaona I am falling too short,True,unknown,general,[],False,[],False,"['i', 'am']",True,Family,"['family', 'religion', 'educational']"
Good morning family muswere munyasha hama,True,positive,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Morning morning Tamuka zvakanaka munyasha dzamwari muswere madziri,True,unknown,religion,[],False,[],False,[],False,Family,"['family', 'religion', 'friendship']"
Moning family how are u hope u all blessed,True,neutral,general,[],False,[],False,"['u', 'u']",True,Religion,"['religion', 'friendship']"
Muzita raMamboJesu good morning mose zvenyu mukomborerwe nezuva ranhasi,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Kuno TAMUTSWA zvedu hama,True,unknown,general,[],False,[],False,[],False,Family,['family']
Itoitai zvekuuya ku Christmas Mudara,True,unknown,general,[],False,[],False,"['ku', 'mudara']",True,general,['general']
Uku ndokunonzi kubereka,True,unknown,general,[],False,[],False,['uku'],True,general,['general']
Shuwa imboenda muzukuru kumatongo,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Gau kwaa teng fly then O R Airport,True,positive,general,[],False,[],False,"['o', 'r']",True,general,['general']
Morning family mamuka sei ikoko mese nemhuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Muzita raJesu good morning family,True,positive,general,[],False,[],False,[],False,Friendship,"['friendship', 'educational']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Morning morning,True,neutral,general,[],False,[],False,[],False,general,['general']
Mamuka sei mose hama,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['family', 'greeting']"
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Maswerasei hama,True,unknown,greeting,[],False,[],False,[],False,Family,['family']
Nice encounternice living God people Lovely muzukuru Hozana,True,positive,general,[],False,[],False,[],False,Religion,"['religion', 'educational', 'romantic']"
Beautiful Hossana God almighty Enrichment of the spirit,True,positive,general,[],False,[],False,['of'],True,Religion,['religion']
Murisei sei mainini,True,unknown,general,[],False,[],False,['sei'],True,general,['general']
Good morning  family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Yaah tikusaririra zvechokwadi Namata hako muzukuru,True,unknown,general,[],False,[],False,[],False,Education,['educational']
Thank you thank you family,True,neutral,general,[],False,[],False,[],False,Friendship,"['friendship', 'appreciation']"
I PREHUMBLE HUMBLE MYSELF,True,negative,general,[],False,[],False,['i'],True,general,['general']
Life is but a walking  shadow Solid fundamentalsIts not a mistake that we are related the way we are Lets put best practice of faith in one another love  and sherish one another and above all support each other vividly physically and inspirit One day God will find we have not practised that and I hope we wont answer to say there was nobody around Help the needy in your family and beyondbut charity begins at home,True,positive,religion,[],False,[],False,"['is', 'a', 'a', 'of', 'in', 'and', 'and', 'and', 'and', 'i', 'to', 'say', 'in', 'and', 'at']",True,Family,"['family', 'religion', 'friendship', 'requests', 'romantic']"
This fine epistle jolts us as we pause  reflect and introspect,True,positive,greeting,[],False,[],False,"['us', 'as', 'and']",True,general,['general']
Muparidzi anozviparidzira,True,unknown,general,[],False,[],False,[],False,Religion,['religion']
Most welcome muzukuru wangu LoveRespect,True,unknown,general,[],False,[],False,[],False,Friendship,"['friendship', 'educational', 'romantic']"
We are ONE,True,neutral,general,[],False,[],False,[],False,general,['general']
Yaah same to you and every openminded soul,True,neutral,general,[],False,[],False,"['to', 'and']",True,sympathy,['sympathy']
_dzikamisa hana yakoand take your time_,True,unknown,general,[],False,[],False,[],False,general,['general']
Kklkkkk,True,unknown,general,[],False,[],False,[],False,Humor,['humor']
Varisei vamwe vose ikoko,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndagarisa ndisina  kumboti Makadiiko,True,unknown,general,[],False,[],False,[],False,general,['general']
A blessed and lovely morning to you all,True,positive,general,[],False,[],False,"['a', 'and', 'to']",True,Religion,"['religion', 'romantic']"
Mercy I passed thru yr place hanzi maive kuchechi,True,neutral,greeting,[],False,[],False,['i'],True,Friendship,['friendship']
were you told,True,neutral,general,[],False,[],False,[],False,general,['general']
Monday MindSnack,True,neutral,general,[],False,[],False,[],False,general,['general']
Good morning family  have a blessed day to you,True,positive,general,[],False,[],False,"['a', 'to']",True,Religion,"['religion', 'friendship']"
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Morning Morning  Amen  thanks,True,positive,religion,[],False,[],False,[],False,Religion,"['religion', 'appreciation']"
Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Morning morning hama mose,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ndo  dzedu dzemakarekare,True,unknown,general,[],False,[],False,[],False,general,['general']
Tinemi mymweya ku South Africa uko,True,unknown,general,[],False,[],False,['ku'],True,Religion,['religion']
Uyu musikana uyu Hozanna ndiyo imwe  ye HANZVADZI Dzangu,True,unknown,general,[],False,[],False,['ye'],True,Family,['family']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
MORNINGGREATS,True,unknown,general,[],False,[],False,[],False,general,['general']
Mornings Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Morning everyone Hope you are well in Spirit,True,neutral,general,[],False,[],False,['in'],True,general,['general']
Yoweeeeeeee ko zvaita sei,True,unknown,general,[],False,[],False,"['ko', 'sei']",True,general,['general']
Taurai nyaya yenyu Pastor,True,unknown,general,[],False,[],False,[],False,general,['general']
Dont judge Pastor God is the judge Ooooooooo,True,unknown,general,[],False,[],False,['is'],True,Religion,['religion']
Preach the Word only,True,neutral,general,[],False,[],False,[],False,general,['general']
Now you are talking after mashoropodza Vafundisi wangu,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Iiiiiii matanga futi Pastor aaaaaa musadaro,True,unknown,general,[],False,[],False,[],False,general,['general']
Receive money from SA into your InnBucks wallet Instantly Relatives in SA can WhatsApp  Cash in at PnP Game Builders,True,negative,general,[],False,[],False,"['sa', 'in', 'sa', 'in', 'at']",True,general,['general']
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Mornings Mornings,True,unknown,general,[],False,[],False,[],False,general,['general']
Morning Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Mkanya,True,unknown,general,[],False,[],False,[],False,Family,['family']
Ndinodawo mari yekutenga mabhuku baba Mamuka sei,True,unknown,finance,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['family', 'finance', 'greeting']"
Ndamuka zvakanaka Mwanakomanafarisa mhuri yako,True,unknown,general,[],False,[],False,[],False,Family,['family']
Sharp fathers,True,negative,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'celebration']"
Mhuri  yawa MUKURUWANGU,True,unknown,general,[],False,[],False,[],False,Friendship,['friendship']
Morning Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Very true,True,positive,general,[],False,[],False,[],False,general,['general']
Good morning mamuka zvakanaka here hama,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'greeting']"
Ameeen tiriko hedu cose,True,unknown,general,[],False,[],False,[],False,general,['general']
Mornings family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Hello Mum,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,Greeting,"['religion', 'greeting']"
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
We are experiencing  wet weatherwhat a relief,True,neutral,general,[],False,[],False,['a'],True,general,['general']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Sekuru Wangu BENJAMIN sure sure Muzukuru  wacho mukuru,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'educational']"
Chokwadi muzukuru wangu  Mwari vatinzwirewo ngoniMvura ndiyo musimboti wezvipuka zvese zvemusango nesuwo vanhu,True,unknown,religion,[],False,[],False,[],False,Religion,"['religion', 'friendship', 'educational']"
Beautiful,True,unknown,general,[],False,[],False,[],False,general,['general']
Soldiers entered a village and raped all the women Except one who resisted the soldier killed him and cut off his head After the soldiers completed their mission and returned to their barracks all the women came out of their houses gathering their torn clothes crying except for one She came out of her house with one of the soldiers head in her hands Her look was full of pride and she said did you think I would let him rape me without killing him or him killing me  The women in the village looked at each other and decided that she should be killed so that their husbands would not ask them when they returned from work why they did not resist like she did She was attacked and murdered They murdered honor so that shame could live  This is the case of the corruption and lawlessness in our society today They kill and isolate every honest person so that there is no witness to their corrupt and evil plans,True,negative,greeting,[],False,[],False,"['a', 'and', 'him', 'and', 'and', 'to', 'of', 'of', 'her', 'of', 'in', 'her', 'her', 'of', 'and', 'i', 'him', 'me', 'him', 'him', 'me', 'in', 'at', 'and', 'be', 'so', 'and', 'so', 'is', 'of', 'and', 'in', 'and', 'so', 'is', 'to', 'and']",True,Family,"['family', 'friendship', 'educational', 'work']"
Bravooooo,True,unknown,general,[],False,[],False,[],False,general,['general']
Zig Power,True,unknown,general,[],False,[],False,[],False,general,['general']
Tashaya zano,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Good morning family,True,positive,general,[],False,[],False,[],False,Friendship,['friendship']
Morning family mamuka sei,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Morning morning hama muve Sunday yakaropafadzwa,True,unknown,general,[],False,[],False,[],False,Family,['family']
Mangwanani akanakisa hama munashe nhasi isunday hendei kumakereke edu muswere munyasha dzake,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'religion', 'friendship', 'greeting']"
Hello  Makadiiko,True,unknown,greeting,"[{'term': 'hello', 'meaning': 'Hello (code-mixed)', 'context': 'start_conversation', 'tone': 'code_mixed', 'variant_of': None}]",True,[],False,[],False,Greeting,"['religion', 'greeting']"
Kuno tiriwapenyu,True,unknown,general,[],False,[],False,[],False,general,['general']
PLEASE  PLEASE  join in celebrating  mamwe  Makomborero WaZambia wari Awa AMBUYA wedu tose,True,neutral,general,[],False,[],False,['in'],True,Family,['family']
Muzukuru makorokoto chaiwo Zvino chinyatsotsetsemura kuti ndevapiko ava muzvina funds,True,unknown,greeting,[],False,[],False,['ava'],True,Celebration,"['celebration', 'educational']"
fundo,True,unknown,general,[],False,[],False,[],False,general,['general']
Ndatambira msg yekuti Daglas Matanhire ashaya nhasi am Daglas mwana watete Easter kana kuti VaSadzi,True,unknown,greeting,[],False,[],False,['am'],True,Family,"['family', 'friendship']"
Aah shame nematambudziko hama ashayikira ku Bulawayo ikoko,True,unknown,general,[],False,[],False,['ku'],True,sympathy,"['family', 'friendship', 'sympathy']"
There shall be a Nyaradzo bus from Bulawayo and will pass through Harare picking mourners to Murewa Those who are willing get prepared muchaudzwa time and place where the bus will pick you,True,positive,general,[],False,[],False,"['be', 'a', 'and', 'to', 'and']",True,Family,"['family', 'friendship']"
That is tomorrow Monday and burial Tuesday,True,neutral,general,[],False,[],False,"['is', 'and']",True,general,['general']
Haaah nematambudziko hama,True,unknown,general,[],False,[],False,[],False,sympathy,"['family', 'sympathy']"
Ekaka MUREHWA,True,unknown,general,[],False,[],False,[],False,general,['general']
Ok Sharp Thanks,True,unknown,general,[],False,[],False,[],False,Family,"['family', 'friendship', 'appreciation']"
Mainini Spiwe,True,unknown,general,[],False,[],False,[],False,general,['general']
Nematambudziko,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
Mwana wester,True,unknown,general,[],False,[],False,[],False,Family,['family']
Mwana waVaEsterhanzvanzi yaSekuru Mukurungai aigara Bulawayo ikokoTete Ester vainge vanemba ku Bulawayo  Saka anotonovigwa pa St Peters chaipo,True,unknown,general,[],False,[],False,"['ku', 'pa', 'st']",True,Family,['family']
Murewa,True,unknown,general,[],False,[],False,[],False,general,['general']
You are a star SEKURU,True,unknown,general,[],False,[],False,['a'],True,Family,['family']
Research Methods,True,neutral,general,[],False,[],False,[],False,general,['general']
Maswera sei pano  oh nematambudziko hama,True,unknown,greeting,"[{'term': 'maswera', 'meaning': 'How was your day?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': 'maswera sei'}]",True,[],False,['sei'],True,Greeting,"['family', 'sympathy', 'greeting']"
Good morning family muswere munyasha hama,True,positive,general,[],False,[],False,[],False,Family,"['family', 'friendship']"
Aaaaah nematambudziko Tovazivaa,True,unknown,general,[],False,[],False,[],False,sympathy,['sympathy']
MONDAY MOTIVATION,True,unknown,general,[],False,[],False,[],False,general,['general']
what is the greatest wisdom,True,positive,general,[],False,[],False,['is'],True,general,['general']
Uuumh high philosophy thanks for the lessons,True,positive,greeting,[],False,[],False,[],False,general,['appreciation']
I find this article very mind enriching life giving conversation for personal growth and as a tool for introspection,True,neutral,greeting,[],False,[],False,"['i', 'and', 'as', 'a']",True,general,['general']
ENGINEER B MASOKA,True,unknown,general,[],False,[],False,['b'],True,general,['general']
Good morning family have a good day,True,positive,general,[],False,[],False,['a'],True,Friendship,['friendship']
Mangwanani akanakisa nevamwe uko muswere munyasha dzake,True,unknown,greeting,"[{'term': 'mangwanani', 'meaning': 'Good morning', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'friendship', 'greeting']"
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Good Morning  Mwanangu,True,unknown,general,[],False,[],False,[],False,Family,['family']
Spiwe na Nyari vangu makadiiko asikanaHope you are fine,True,unknown,general,[],False,[],False,['na'],True,general,['general']
Mums pa Mzanzi isu Wana wenyu,True,unknown,general,[],False,[],False,['pa'],True,general,['general']
AmenTotenda Mwari,True,unknown,religion,[],False,[],False,[],False,Religion,"['religion', 'appreciation']"
Tinotenda Mwari,True,unknown,religion,[],False,[],False,[],False,Religion,"['religion', 'appreciation']"
Mhamha vangu makasimba hre nemhuri uko ini  ndirimupenyu zvangu Mwari arimuchengeti nguva dzese,True,unknown,religion,"[{'term': 'makasimba', 'meaning': 'Are you well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,[],False,Greeting,"['family', 'religion', 'greeting']"
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Amen,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Good moning family hope u all well,True,positive,general,[],False,[],False,['u'],True,Friendship,['friendship']
Morning family mamuka sei mese kwamuri,True,unknown,greeting,"[{'term': 'mamuka', 'meaning': 'Did you wake up well?', 'context': 'start_conversation', 'tone': 'formal', 'variant_of': None}]",True,[],False,['sei'],True,Greeting,"['friendship', 'greeting']"
Good morning,True,positive,general,[],False,[],False,[],False,general,['general']
This message was deleted,True,neutral,greeting,[],False,[],False,[],False,general,['general']
Morning Morning family,True,neutral,general,[],False,[],False,[],False,Friendship,['friendship']
Govt Announces Jail for WhatsApp Admins Without A Potraz License USD Fee,True,neutral,general,[],False,[],False,['a'],True,general,['general']
Iyoka Muzukuru wangu Tendai Mukarakate Poitwa sei I think we are being manipulated psychologically by these social media platforms and apps,True,neutral,greeting,[],False,[],False,"['tendai', 'sei', 'i', 'and']",True,Friendship,"['friendship', 'appreciation', 'finance', 'educational']"
No  has it been gazetted,True,unknown,general,[],False,[],False,['it'],True,general,['general']
Handisikuziva for now will relate on that concern,True,neutral,general,[],False,[],False,['on'],True,Education,['educational']
That the minister  announced and awaits parliamentary promulgation is quintessential  true,True,positive,religion,[],False,[],False,"['and', 'is']",True,Religion,"['religion', 'politics']"
Umm we are paying data fees and WhatsApp is not owned by potraz  and the service providers that we pay our data topays their subscriptions to potraz and they also pay tax from our data purchases,True,neutral,greeting,[],False,[],False,"['and', 'is', 'and', 'to', 'and']",True,general,['general']
Employing Data protection Officer for a family group Who is going to pay him For a church group,True,neutral,greeting,[],False,[],False,"['a', 'is', 'to', 'him', 'a']",True,Friendship,['friendship']
Akaota kupiko zvese zve Cybersecurity and Big data Koiwo ma regulations acho anoaziva here ese nhai wedu weee,True,neutral,general,[],False,[],False,"['and', 'big', 'ma', 'regulations']",True,Friendship,['friendship']
Uuumh,True,unknown,general,[],False,[],False,[],False,general,['general']
Hameno,True,unknown,religion,[],False,[],False,[],False,Religion,['religion']
Just checkcompare and contrast ne Rwanda that  cabinet POST,True,neutral,general,[],False,[],False,"['and', 'ne']",True,general,['general']
